01,02,03,06,09
01,02,03,07,11
01,02,04,05,09
01,02,04,07,10
01,02,05,08,11
01,02,07,08,09
01,03,04,07,08
01,03,04,09,11
01,03,05,06,07
01,03,05,08,10
01,03,06,10,11
01,04,06,07,09
01,04,06,08,11
01,04,08,09,10
01,05,06,09,11
01,05,07,09,10
01,06,07,08,10
02,03,04,08,11
02,03,04,09,10
02,03,05,06,11
02,03,05,07,08
02,04,05,06,10
02,04,06,07,11
02,04,06,08,09
02,05,09,10,11
02,06,07,09,10
02,06,08,10,11
03,04,05,08,09
03,04,05,10,11
03,04,06,07,10
03,05,06,09,10
03,06,08,09,11
03,07,09,10,11
04,05,06,07,08
04,05,07,09,11
04,06,09,10,11
05,07,08,10,11
